time,P,G(i),H_sun,T2m,WS10m,Int
20130221:0511,0,0,0,-0.06,3.59,0
20130221:0611,0,0,0,0.01,3.79,0
20130221:0711,0,0,0,0.21,4,0
20130221:0811,80.12,60.26,8.83,0.33,3.72,0
20130221:0911,128.68,88.18,16.29,0.72,4.62,0
20130221:1011,157.26,104.44,22.24,1.24,5.93,0
20130221:1111,109.06,77.19,26.16,1.34,5.86,0
20130221:1211,93.28,68.11,27.61,1.43,5.79,0
20130221:1311,121.68,84.46,26.4,1.46,5.66,0
20130221:1411,80.82,60.85,22.68,1.51,5.45,0
20130221:1511,109,77.19,16.89,1.37,5.24,0
20130221:1611,103.94,74.72,9.55,1.1,4.9,0
20130221:1711,0,0,0,0.75,4.34,0
20130221:1811,0,0,0,0.25,4,0
20130221:1911,0,0,0,-0.44,4,0
20130221:2011,0,0,0,-0.66,4,0
20130221:2111,0,0,0,-1.02,3.93,0
20130221:2211,0,0,0,-0.78,4.07,0
20130221:2311,0,0,0,-0.69,4,0
20130222:0011,0,0,0,-0.75,3.79,0
20130222:0111,0,0,0,-0.87,3.59,0
20130222:0211,0,0,0,-1.16,3.52,0
20130222:0311,0,0,0,-1.55,3.38,0
20130222:0411,0,0,0,-2.01,3.31,0
20130222:0511,0,0,0,-2.17,3.31,0
20130222:0611,0,0,0,-2.21,3.31,0
20130222:0711,0,0,0,-1.61,3.59,0
20130222:0811,100.62,71.85,9.15,-1.04,3.24,0
20130222:0911,177.5,114.94,16.62,-0.15,4.34,0
20130222:1011,563.66,325.45,22.59,0.88,5.93,0
20130222:1111,215.14,136.76,26.52,1.54,5.79,0
20130222:1211,77.66,59.03,27.98,1.79,5.79,0
20130222:1311,217.78,138.49,26.75,1.96,5.66,0
20130222:1411,205.74,131.78,23.02,2.01,5.45,0
20130222:1511,199.24,127.87,17.21,1.91,5.52,0
20130222:1611,117.38,82.7,9.84,1.5,4.76,0
20130222:1711,0,0,0,1.05,4.48,0
20130222:1811,0,0,0,0.31,4.14,0
20130222:1911,0,0,0,-0.41,4.07,0
20130222:2011,0,0,0,-0.73,4.07,0
20130222:2111,0,0,0,-0.88,4,0
20130222:2211,0,0,0,-0.96,3.93,0
20130222:2311,0,0,0,-0.98,3.86,0
20130223:0011,0,0,0,-1.08,3.86,0
20130223:0111,0,0,0,-1.12,3.86,0
20130223:0211,0,0,0,-1.06,3.86,0
20130223:0311,0,0,0,-1.23,3.72,0
20130223:0411,0,0,0,-1.37,3.59,0
20130223:0511,0,0,0,-1.29,3.52,0
20130223:0611,0,0,0,-1.42,3.31,0
20130223:0711,0,0,0,-1.33,3.38,0
20130223:0811,85.68,63.22,9.47,-0.98,2.9,0
20130223:0911,135.44,91.72,16.96,-0.15,4.14,0
20130223:1011,134.9,91.72,22.94,0.64,4.76,0
20130223:1111,378.22,225.75,26.89,1.12,4.97,0
20130223:1211,614.12,356.61,28.34,1.7,5.1,0
20130223:1311,237.9,149.83,27.11,2.14,4.97,0
20130223:1411,299.68,183.6,23.36,2.26,4.9,0
20130223:1511,179.78,117.45,17.52,2.36,4.9,0
20130223:1611,92.48,68.16,10.14,2.04,4.34,0
20130223:1711,0,1.82,1.71,1.48,3.38,0
20130223:1811,0,0,0,0.77,3.1,0
20130223:1911,0,0,0,-0.04,3.17,0
20130223:2011,0,0,0,-0.55,3.38,0
20130223:2111,0,0,0,-1.42,3.38,0
20130223:2211,0,0,0,-1.84,3.38,0
20130223:2311,0,0,0,-1.89,3.38,0
20130224:0011,0,0,0,-2.04,3.24,0
20130224:0111,0,0,0,-2.13,3.24,0
20130224:0211,0,0,0,-2.13,3.45,0
20130224:0311,0,0,0,-2.05,3.66,0
20130224:0411,0,0,0,-1.89,3.79,0
20130224:0511,0,0,0,-1.65,3.79,0
20130224:0611,0,0,0,-1.82,3.72,0
20130224:0711,0,0,0,-1.85,3.93,0
20130224:0811,251.38,155.74,9.79,-1.31,3.66,0
20130224:0911,206.52,130.99,17.3,0.13,4.28,0
20130224:1011,85.48,63.57,23.3,1.48,5.72,0
20130224:1111,91.3,67.2,27.26,2.4,5.86,0
20130224:1211,72.68,56.31,28.71,2.88,5.86,0
20130224:1311,83.42,62.66,27.47,2.72,5.66,0
20130224:1411,81.78,61.76,23.7,3.03,6.14,0
20130224:1511,91.12,67.2,17.84,2.81,5.93,0
20130224:1611,93.42,68.77,10.43,2.48,5.59,0
20130224:1711,0,2.72,1.98,1.77,4.76,0
20130224:1811,0,0,0,0.79,4.41,0
20130224:1911,0,0,0,0.15,4.41,0
20130224:2011,0,0,0,-0.2,4.48,0
20130224:2111,0,0,0,-0.04,4.62,0
20130224:2211,0,0,0,0.1,4.62,0
20130224:2311,0,0,0,0.09,4.55,0
20130225:0011,0,0,0,0.29,4.55,0
20130225:0111,0,0,0,0.66,4.41,0
20130225:0211,0,0,0,0.89,4.34,0
20130225:0311,0,0,0,1.01,4.21,0
20130225:0411,0,0,0,1.25,4.21,0
20130225:0511,0,0,0,1.3,4.28,0
20130225:0611,0,0,0,1.33,4.14,0
20130225:0711,0,0,0,1.1,3.79,0
20130225:0811,97.12,70.51,10.12,1.65,3.72,0
20130225:0911,62.24,49.95,17.64,2.37,3.93,0
20130225:1011,83.2,62.66,23.66,3.25,5.45,0
20130225:1111,106.18,76.29,27.63,3.83,5.79,0
20130225:1211,50.02,42.68,29.08,4.16,5.79,0
20130225:1311,69.14,54.49,27.83,4.4,6,0
20130225:1411,79.68,60.85,24.03,4.44,6,0
20130225:1511,69.14,54.49,18.15,4.35,5.72,0
20130225:1611,77.5,59.61,10.72,4.03,5.1,0
20130225:1711,0,1.82,2.26,3.7,5.17,0
20130225:1811,0,0,0,3.34,5.03,0
20130225:1911,0,0,0,2.81,5.17,0
20130225:2011,0,0,0,2.72,5.31,0
20130225:2111,0,0,0,2.61,5.31,0
20130225:2211,0,0,0,2.4,5.31,0
20130225:2311,0,0,0,2.19,5.31,0
20130226:0011,0,0,0,2.07,5.24,0
20130226:0111,0,0,0,2.08,5.03,0
20130226:0211,0,0,0,2.22,4.9,0
20130226:0311,0,0,0,2.41,4.69,0
20130226:0411,0,0,0,2.57,4.48,0
20130226:0511,0,0,0,2.69,4.28,0
20130226:0611,0,0,0,2.75,4.14,0
20130226:0711,0,1.82,1.92,2.69,3.93,0
20130226:0811,48.86,41.78,10.45,2.84,3.86,0
20130226:0911,59,48.13,17.99,3.29,4.34,0
20130226:1011,79.84,60.85,24.02,3.93,4.9,0
20130226:1111,104.34,75.38,28,4.21,4.62,0
20130226:1211,44.12,39.05,29.46,4.73,4.48,0
20130226:1311,77.92,59.94,28.19,4.84,4.34,0
20130226:1411,88.58,66.3,24.37,4.8,4.07,0
20130226:1511,86.98,65.39,18.47,4.94,3.93,0
20130226:1611,81.48,62.23,11.02,4.84,3.79,0
20130226:1711,0,4.54,2.54,4.53,2.97,0
20130226:1811,0,0,0,4.06,2.9,0
20130226:1911,0,0,0,3.6,3.31,0
20130226:2011,0,0,0,3.38,3.59,0
20130226:2111,0,0,0,3.23,3.79,0
20130226:2211,0,0,0,3.03,3.79,0
20130226:2311,0,0,0,2.91,3.93,0
20130227:0011,0,0,0,2.71,3.86,0
20130227:0111,0,0,0,2.56,3.66,0
20130227:0211,0,0,0,2.45,3.52,0
20130227:0311,0,0,0,2.21,3.31,0
20130227:0411,0,0,0,2.09,3.31,0
20130227:0511,0,0,0,1.94,3.17,0
20130227:0611,0,0,0,1.85,3.17,0
20130227:0711,0,2.72,2.25,1.59,3.59,0
20130227:0811,90.32,66.55,10.79,1.89,4.48,0
20130227:0911,95.92,69.93,18.34,2.27,4.34,0
20130227:1011,94.2,69.02,24.39,2.66,4.55,0
20130227:1111,190.9,124.42,28.38,3.32,4.76,0
20130227:1211,150.28,101.71,29.83,3.94,4.9,0
20130227:1311,864.14,506.21,28.55,4.32,5.03,0
20130227:1411,1102,651.55,24.72,4.46,4.97,0
20130227:1511,914.18,538.79,18.78,4.58,4.83,0
20130227:1611,344.34,215.27,11.31,4.54,4.55,0
20130227:1711,6.86,13.64,2.82,4.13,3.72,0
20130227:1811,0,0,0,3.02,3.31,0
20130227:1911,0,0,0,2.49,3.59,0
20130227:2011,0,0,0,2.12,3.72,0
20130227:2111,0,0,0,1.92,3.79,0
20130227:2211,0,0,0,1.85,3.72,0
20130227:2311,0,0,0,1.89,3.66,0
20130228:0011,0,0,0,1.82,3.38,0
20130228:0111,0,0,0,1.81,3.24,0
20130228:0211,0,0,0,1.71,3.17,0
20130228:0311,0,0,0,1.36,3.17,0
20130228:0411,0,0,0,1.08,3.17,0
20130228:0511,0,0,0,0.9,3.24,0
20130228:0611,0,0,0,1.1,3.45,0
20130228:0711,2.28,8.17,2.57,1.1,3.31,0
20130228:0811,183.44,119.67,11.13,1.77,3.24,0
20130228:0911,422.26,251.65,18.69,3,3.79,0
20130228:1011,534.74,315.6,24.76,4.17,4.69,0
20130228:1111,830.2,489.02,28.76,5.37,4.83,0
20130228:1211,898.84,533.2,30.21,6.54,4.97,0
20130228:1311,1044.58,625.89,28.92,7.39,4.9,0
20130228:1411,1067.42,641.76,25.06,7.83,4.76,0
20130228:1511,768.2,458.96,19.1,7.94,4.69,0
20130228:1611,383.84,241.56,11.61,7.42,4.14,0
20130228:1711,19.18,26.17,3.1,6.14,3.72,0
20130228:1811,0,0,0,4.38,3.72,0
20130228:1911,0,0,0,2.87,3.93,0
20130228:2011,0,0,0,2.26,4.07,0
20130228:2111,0,0,0,1.89,4.48,0
20130228:2211,0,0,0,1.53,4.21,0
20130228:2311,0,0,0,1.51,3.66,0
20130301:0011,0,0,0,1.67,3.03,0
20130301:0111,0,0,0,1.84,2.83,0
20130301:0211,0,0,0,2.18,2.55,0
20130301:0311,0,0,0,2.42,1.86,0
20130301:0411,0,0,0,2.77,2.28,0
20130301:0511,0,0,0,3.2,2.83,0
20130301:0611,0,0,0,3.54,3.17,0
20130301:0711,0.62,6.36,2.9,3.73,3.24,0
20130301:0811,73.92,57.4,11.47,4.16,3.52,0
20130301:0911,121.24,85.37,19.05,4.64,4.28,0
20130301:1011,82.2,62.66,25.13,5.64,5.1,0
20130301:1111,389.78,237.27,29.14,6.15,5.1,0
20130301:1211,67.02,53.58,30.59,6.07,4.83,0
20130301:1311,151.8,103.53,29.28,6.2,4.83,0
20130301:1411,139.34,96.27,25.4,5.97,4.83,0
20130301:1511,205.56,133.58,19.42,5.62,4.9,0
20130301:1611,111.22,79.94,11.9,5.05,4.9,0
20130301:1711,8.52,14.9,3.38,4.42,4.34,0
20130301:1811,0,0,0,3.88,3.86,0
20130301:1911,0,0,0,3.31,3.45,0
20130301:2011,0,0,0,2.96,3.38,0
20130301:2111,0,0,0,2.66,3.31,0
20130301:2211,0,0,0,2.29,3.17,0
20130301:2311,0,0,0,1.84,2.83,0
20130302:0011,0,0,0,1.33,2.48,0
20130302:0111,0,0,0,0.51,2.34,0
20130302:0211,0,0,0,0.24,2.34,0
20130302:0311,0,0,0,0.38,2.21,0
20130302:0411,0,0,0,0.29,2.14,0
20130302:0511,0,0,0,0,2.14,0
20130302:0611,0,0,0,-0.34,2.14,0
20130302:0711,3.22,9.08,3.24,-0.65,1.86,0
20130302:0811,100.54,72.23,11.81,0.37,1.72,0
20130302:0911,112.82,79.92,19.41,2.29,1.86,0
20130302:1011,128,89,25.5,3.35,2.21,0
20130302:1111,184.74,121.69,29.52,3.87,2.07,0
20130302:1211,182.46,120.79,30.97,4.54,1.79,0
20130302:1311,246.2,157.4,29.65,4.91,1.52,0
20130302:1411,272.14,172.16,25.74,5.24,1.38,0
20130302:1511,217.84,141.08,19.74,5.13,1.45,0
20130302:1611,176.4,118.65,12.2,5.36,1.72,0
20130302:1711,15.58,21.23,3.66,4.78,1.38,0
20130302:1811,0,0,0,3.53,1.66,0
20130302:1911,0,0,0,2.39,0.69,0
20130302:2011,0,0,0,1.55,0.9,0
20130302:2111,0,0,0,1.46,0.83,0
20130302:2211,0,0,0,1.14,0.41,0
20130302:2311,0,0,0,0.68,0.07,0
20130303:0011,0,0,0,0.35,0.41,0
20130303:0111,0,0,0,-0.03,0.76,0
20130303:0211,0,0,0,-1.55,1.17,0
20130303:0311,0,0,0,-2.33,1.31,0
20130303:0411,0,0,0,-2.71,1.31,0
20130303:0511,0,0,0,-2.96,1.24,0
20130303:0611,0,0,0,-2.79,1.1,0
20130303:0711,14.88,19.23,3.57,-2.27,0.97,0
20130303:0811,184.06,119.64,12.16,-0.06,0.62,0
20130303:0911,516.4,307.72,19.77,2.5,1.03,0
20130303:1011,972.7,588.48,25.88,3.9,1.45,0
20130303:1111,1035.9,631.33,29.91,5.35,2,0
20130303:1211,677.54,405.7,31.35,6.56,3.1,0
20130303:1311,559.44,335.59,30.02,6.8,3.79,0
20130303:1411,282,177.78,26.09,6.57,3.52,0
20130303:1511,218.68,141.72,20.05,6.35,3.45,0
20130303:1611,264.74,170.22,12.49,5.9,2.9,0
20130303:1711,43.54,46.26,3.93,5.17,2.48,0
20130303:1811,0,0,0,4.19,2.48,0
20130303:1911,0,0,0,3.57,2.9,0
20130303:2011,0,0,0,3.22,3.03,0
20130303:2111,0,0,0,2.93,3.03,0
20130303:2211,0,0,0,2.99,3.03,0
20130303:2311,0,0,0,3.01,3.1,0
20130304:0011,0,0,0,2.81,3.1,0
20130304:0111,0,0,0,2.43,3.17,0
20130304:0211,0,0,0,2.32,3.24,0
20130304:0311,0,0,0,1.95,3.17,0
20130304:0411,0,0,0,1.28,2.97,0
20130304:0511,0,0,0,0.71,3.03,0
20130304:0611,0,0,0,0.39,3.1,0
20130304:0711,16.72,20.7,3.91,0.7,3.1,0
20130304:0811,181.66,118.6,12.51,1.89,3.59,0
20130304:0911,566.3,331.82,20.13,3.15,4.55,0
20130304:1011,1149.7,683.67,26.26,4.27,4.55,0
20130304:1111,1486.72,916.11,30.29,5.33,4.48,0
20130304:1211,1480.74,917.28,31.74,6.44,4.55,0
20130304:1311,1357.24,832.67,30.39,7.06,4.62,0
20130304:1411,1202.1,727.43,26.43,7.19,4.69,0
20130304:1511,858.4,511.78,20.37,6.93,4.55,0
20130304:1611,403.98,251.81,12.79,6.35,4.07,0
20130304:1711,66.72,65.88,4.21,5.36,3.1,0
20130304:1811,0,0,0,3.8,2.83,0
20130304:1911,0,0,0,2.67,2.69,0
20130304:2011,0,0,0,2.36,2.55,0
20130304:2111,0,0,0,2.22,2.48,0
20130304:2211,0,0,0,2.18,2.55,0
20130304:2311,0,0,0,2.02,2.55,0
20130305:0011,0,0,0,1.72,2.48,0
20130305:0111,0,0,0,1.35,2.48,0
20130305:0211,0,0,0,0.95,2.41,0
20130305:0311,0,0,0,0.6,2.41,0
20130305:0411,0,0,0,0.28,2.41,0
20130305:0511,0,0,0,0.08,2.41,0
20130305:0611,0,0,0,0.03,2.48,0
20130305:0711,76.76,63.1,4.25,0.02,2.48,0
20130305:0811,528.5,315.84,12.86,2.02,2,0
20130305:0911,931.12,561.18,20.5,5.65,2.28,0
20130305:1011,1193.24,741.91,26.64,7.88,2.48,0
20130305:1111,1412.74,912.62,30.68,9.81,2.48,0
20130305:1211,1425.72,935.52,32.13,11.37,2.28,0
20130305:1311,1355.08,887.99,30.76,12.49,2.14,0
20130305:1411,1180.96,754.64,26.78,13.04,2.48,0
20130305:1511,905.36,563.91,20.69,12.99,2.97,0
20130305:1611,499.92,319.7,13.08,12.37,2.83,0
20130305:1711,49.92,51.64,4.49,10.89,2.48,0
20130305:1811,0,0,0,8.52,2.69,0
20130305:1911,0,0,0,7.25,2.62,0
20130305:2011,0,0,0,6.15,2.55,0
20130305:2111,0,0,0,5.48,2.48,0
20130305:2211,0,0,0,4.91,2.41,0
20130305:2311,0,0,0,4.48,2.41,0
20130306:0011,0,0,0,4.41,2.41,0
20130306:0111,0,0,0,4.29,2.34,0
20130306:0211,0,0,0,4.08,2.28,0
20130306:0311,0,0,0,4.37,2.14,0
20130306:0411,0,0,0,4.48,2.07,0
20130306:0511,0,0,0,4.84,2,0
20130306:0611,0,0,0,5.17,1.93,0
20130306:0711,2.18,8.17,4.59,5.45,2.07,0
20130306:0811,78.54,60.68,13.21,6.1,2.21,0
20130306:0911,0,0,0,6.98,2.14,0
20130306:1011,0,0,0,7.6,2.21,0
20130306:1111,441.42,271.42,31.07,8.37,2.34,0
20130306:1211,261.56,169.38,32.51,10.08,2.55,0
20130306:1311,400.36,249.97,31.13,10.73,2.83,0
20130306:1411,230.26,151.38,27.12,10.6,2.76,0
20130306:1511,166.14,113.94,21.01,10.16,2,0
20130306:1611,136.66,96.98,13.37,9.99,2,0
20130306:1711,8.86,14.53,4.77,9.28,2.28,0
20130306:1811,0,0,0,8.15,2.48,0
20130306:1911,0,0,0,7.57,2.97,0
20130306:2011,0,0,0,7.11,2.69,0
20130306:2111,0,0,0,6.88,2.48,0
20130306:2211,0,0,0,6.71,2.55,0
20130306:2311,0,0,0,6.64,2.55,0
20130307:0011,0,0,0,6.62,2.34,0
20130307:0111,0,0,0,6.63,2.21,0
20130307:0211,0,0,0,6.78,2.07,0
20130307:0311,0,0,0,6.84,1.93,0
20130307:0411,0,0,0,6.71,1.93,0
20130307:0511,0,0,0,6.5,2.14,0
20130307:0611,0,0,0,6.3,2.28,0
20130307:0711,19.02,22.65,4.94,5.88,2.21,0
20130307:0811,55.18,46.32,13.57,6.07,1.93,0
20130307:0911,75.62,59.03,21.24,6.5,1.79,0
20130307:1011,181.88,121.69,27.4,7.12,2.07,0
20130307:1111,238.64,154.63,31.47,7.75,2.34,0
20130307:1211,282.68,180.49,32.9,8.64,2.55,0
20130307:1311,136.78,96.27,31.5,9.16,2.48,0
20130307:1411,172.58,117.15,27.47,9.02,2.48,0
20130307:1511,51.66,44.5,21.32,8.56,2.62,0
20130307:1611,57.52,48.13,13.67,8.11,2.97,0
20130307:1711,0,5.45,5.05,7.63,3.17,0
20130307:1811,0,0,0,7.18,3.17,0
20130307:1911,0,0,0,7.04,2.76,0
20130307:2011,0,0,0,7.07,2.48,0
20130307:2111,0,0,0,7.15,2.41,0
20130307:2211,0,0,0,7.22,2.28,0
20130307:2311,0,0,0,7.28,2.21,0
20130308:0011,0,0,0,7.25,2.07,0
20130308:0111,0,0,0,7.14,2.07,0
20130308:0211,0,0,0,7.23,1.93,0
20130308:0311,0,0,0,7.36,1.93,0
20130308:0411,0,0,0,7.41,1.93,0
20130308:0511,0,0,0,7.36,2,0
20130308:0611,0,0,0,7.27,2.07,0
20130308:0711,30.86,31.39,5.29,6.91,2.48,0
20130308:0811,156.2,106.56,13.93,7.19,3.38,0
20130308:0911,42,38.14,21.61,7.81,3.52,0
20130308:1011,95.94,71.75,27.79,8.53,3.38,0
20130308:1111,130.52,92.63,31.86,9.26,2.28,0
20130308:1211,87.82,67.2,33.29,9.67,2.41,0
20130308:1311,72.94,58.12,31.87,9.79,2.28,0
20130308:1411,140.8,98.99,27.81,9.97,2.21,0
20130308:1511,48.44,42.68,21.64,9.95,2.07,0
20130308:1611,89.32,68.29,13.96,10.01,2.07,0
20130308:1711,2.94,9.08,5.32,9.68,2.07,0
20130308:1811,0,0,0,9.13,2.07,0
20130308:1911,0,0,0,8.05,2,0
20130308:2011,0,0,0,7.75,1.79,0
20130308:2111,0,0,0,7.47,1.72,0
20130308:2211,0,0,0,7.21,1.86,0
20130308:2311,0,0,0,6.94,1.86,0
20130309:0011,0,0,0,6.6,1.93,0
20130309:0111,0,0,0,6.29,2.07,0
20130309:0211,0,0,0,6,2,0
20130309:0311,0,0,0,5.7,2.07,0
20130309:0411,0,0,0,5.4,2.07,0
20130309:0511,0,0,0,5.21,2.07,0
20130309:0611,0,0,0,5.05,2.07,0
20130309:0711,57.9,49.84,5.64,4.61,2.55,0
20130309:0811,97.18,71.45,14.29,4.71,2.41,0
20130309:0911,105.3,76.29,21.98,4.9,2.55,0
20130309:1011,88.26,66.3,28.18,5.29,2.76,0
20130309:1111,182.1,120.79,32.25,5.44,3.03,0
20130309:1211,97.32,71.75,33.68,5.6,3.17,0
20130309:1311,79.04,60.85,32.24,5.7,3.31,0
20130309:1411,125.2,88.09,28.16,5.68,3.38,0
20130309:1511,73.12,57.21,21.96,5.46,3.31,0
20130309:1611,35.64,33.6,14.25,5.11,3.17,0
20130309:1711,11.36,16.35,5.6,4.62,3.1,0
20130309:1811,0,0,0,4.07,3.03,0
20130309:1911,0,0,0,2.86,3.1,0
20130309:2011,0,0,0,2.3,3.17,0
20130309:2111,0,0,0,1.73,3.17,0
20130309:2211,0,0,0,1.41,3.03,0
20130309:2311,0,0,0,1.26,2.9,0
20130310:0011,0,0,0,1.1,2.62,0
20130310:0111,0,0,0,0.96,2.62,0
20130310:0211,0,0,0,0.95,2.83,0
20130310:0311,0,0,0,0.87,2.76,0
20130310:0411,0,0,0,0.97,2.9,0
20130310:0511,0,0,0,1.04,3.03,0
20130310:0611,0,0,0,0.99,2.97,0
20130310:0711,27.02,27.72,5.99,0.96,3.17,0
20130310:0811,77.84,59.03,14.65,1.1,4.07,0
20130310:0911,124.92,86.28,22.36,1.42,5.79,0
20130310:1011,148.58,99.9,28.57,2.1,6.14,0
20130310:1111,185.24,120.79,32.65,2.79,6.28,0
20130310:1211,54.64,45.41,34.07,3.32,6.62,0
20130310:1311,92.48,68.11,32.62,3.3,6.48,0
20130310:1411,78.74,59.94,28.5,3.01,6.28,0
20130310:1511,51.86,43.59,22.27,2.71,6.14,0
20130310:1611,54.92,45.41,14.55,2.22,5.66,0
20130310:1711,9.3,14.53,5.87,1.68,5.24,0
20130310:1811,0,0,0,0.97,5.79,0
20130310:1911,0,0,0,0.21,5.1,0
20130310:2011,0,0,0,-0.28,5.03,0
20130310:2111,0,0,0,-0.61,5.1,0
20130310:2211,0,0,0,-0.84,5.38,0
20130310:2311,0,0,0,-0.81,5.66,0
20130311:0011,0,0,0,-0.97,5.79,0
20130311:0111,0,0,0,-1.19,5.79,0
20130311:0211,0,0,0,-1.37,5.86,0
20130311:0311,0,0,0,-1.62,5.93,0
20130311:0411,0,0,0,-1.62,6.28,0
20130311:0511,0,0,0,-1.77,6.41,0
20130311:0611,0,0,0,-1.77,6.55,0
20130311:0711,32.82,31.23,6.34,-1.66,6.48,0
20130311:0811,209.86,132.18,15.01,-1.17,6.14,0
20130311:0911,233.84,145.35,22.74,-0.48,8,0
20130311:1011,210.96,133.5,28.96,0.27,8.48,0
20130311:1111,491.92,285.97,33.05,0.78,9.03,0
20130311:1211,876.48,498.46,34.47,0.95,9.17,0
20130311:1311,433.9,254.8,32.99,0.94,9.1,0
20130311:1411,346.14,206.94,28.85,0.66,8.9,0
20130311:1511,191.58,122.78,22.59,0.32,8.55,0
20130311:1611,108.5,76.36,14.84,-0.21,8.21,0
20130311:1711,15.38,19.07,6.15,-0.74,7.31,0
20130311:1811,0,0,0,-1.31,7.52,0
20130311:1911,0,0,0,-1.94,7.31,0
20130311:2011,0,0,0,-2.18,7.31,0
20130311:2111,0,0,0,-2.37,7.38,0
20130311:2211,0,0,0,-2.48,7.45,0
20130311:2311,0,0,0,-2.54,7.38,0
20130312:0011,0,0,0,-2.64,7.24,0
20130312:0111,0,0,0,-2.46,7.17,0
20130312:0211,0,0,0,-2.19,7.24,0
20130312:0311,0,0,0,-2.01,7.31,0
20130312:0411,0,0,0,-2.15,7.24,0
20130312:0511,0,0,0,-2.3,7.17,0
20130312:0611,0,0,0,-2.05,7.17,0
20130312:0711,104.04,76.76,6.69,-1.7,7.17,0
20130312:0811,631.6,363.7,15.38,-1.26,5.79,0
20130312:0911,906.7,514.74,23.11,-0.54,6.9,0
20130312:1011,1051.92,596.34,29.35,0.5,9.31,0
20130312:1111,1305.2,751.43,33.45,0.95,8.62,0
20130312:1211,1624.22,957.34,34.86,1.58,8.34,0
20130312:1311,919.5,527.76,33.36,2.13,8,0
20130312:1411,1320.76,769.41,29.19,2.4,7.59,0
20130312:1511,541.12,315.66,22.9,2.39,6.97,0
20130312:1611,342.18,209.87,15.13,2.26,6.14,0
20130312:1711,0,0,0,1.7,4.48,0
20130312:1811,0,0,0,0.41,3.38,0
20130312:1911,0,0,0,-0.3,2.83,0
20130312:2011,0,0,0,-0.96,2.76,0
20130312:2111,0,0,0,-0.54,2.76,0
20130312:2211,0,0,0,-0.2,2.83,0
20130312:2311,0,0,0,0.27,3.24,0
20130313:0011,0,0,0,0.39,3.93,0
20130313:0111,0,0,0,0.34,4.48,0
20130313:0211,0,0,0,0.09,4.76,0
20130313:0311,0,0,0,-0.62,4.69,0
20130313:0411,0,0,0,-1.08,4.48,0
20130313:0511,0,0,0,-1.19,4.34,0
20130313:0611,0,0,0,-1.5,4.21,0
20130313:0711,237.9,159.53,7.05,-1.05,4.21,0
20130313:0811,716.04,416.9,15.74,0,4.07,0
20130313:0911,896.72,515.6,23.49,1.65,6.28,0
20130313:1011,786.96,455.41,29.74,2.8,6.21,0
20130313:1111,438.44,261.91,33.85,3.65,5.72,0
20130313:1211,432.48,259.69,35.26,4.43,5.66,0
20130313:1311,221.64,142.58,33.74,5.03,5.24,0
20130313:1411,592.72,351.17,29.53,5.51,5.03,0
20130313:1511,688.12,406.23,23.22,5.32,4.9,0
20130313:1611,320.58,199.36,15.42,3.74,4.62,0
20130313:1711,130.74,109.14,6.7,3.19,3.66,0
20130313:1811,0,0,0,1.95,3.1,0
20130313:1911,0,0,0,0.72,2.76,0
20130313:2011,0,0,0,-0.2,2.62,0
20130313:2111,0,0,0,-0.96,2.69,0
20130313:2211,0,0,0,-1.47,2.69,0
20130313:2311,0,0,0,-2.02,2.76,0
20130314:0011,0,0,0,-2.39,2.83,0
20130314:0111,0,0,0,-2.65,2.9,0
20130314:0211,0,0,0,-2.91,2.97,0
20130314:0311,0,0,0,-3.14,2.9,0
20130314:0411,0,0,0,-3.35,2.97,0
20130314:0511,0,0,0,-3.52,3.03,0
20130314:0611,0,0,0,-3.69,2.97,0
20130314:0711,193.26,130.49,7.41,-3.19,2.55,0
20130314:0811,639.68,371.35,16.11,-1.49,3.31,0
20130314:0911,1146.42,676.85,23.87,0.3,3.17,0
20130314:1011,1422.3,870.75,30.14,2.05,3.1,0
20130314:1111,1463.48,904.75,34.25,3.21,3.31,0
20130314:1211,881.42,523.62,35.65,4.02,3.24,0
20130314:1311,1040.5,622.91,34.11,4.57,3.52,0
20130314:1411,934.86,556.85,29.88,4.97,3.52,0
20130314:1511,790.82,470.67,23.53,5.15,3.31,0
20130314:1611,414.12,255.87,15.71,5.23,3.52,0
20130314:1711,45.94,41.49,6.97,4.69,2.28,0
20130314:1811,0,0,0,3.73,2.07,0
20130314:1911,0,0,0,2.27,2.41,0
20130314:2011,0,0,0,1.25,2.76,0
20130314:2111,0,0,0,0.71,3.03,0
20130314:2211,0,0,0,0.53,3.24,0
20130314:2311,0,0,0,0.39,3.17,0
20130315:0011,0,0,0,0.28,3.17,0
20130315:0111,0,0,0,-0.02,3.38,0
20130315:0211,0,0,0,0.06,3.52,0
20130315:0311,0,0,0,0.54,3.86,0
20130315:0411,0,0,0,0.53,4.14,0
20130315:0511,0,0,0,0.68,4.21,0
20130315:0611,0,0,0,0.93,4.21,0
20130315:0711,20.14,22.7,7.77,1.85,4.48,0
20130315:0811,172.46,113.67,16.48,2.84,4.9,0
20130315:0911,269.04,167.78,24.26,3.97,6.14,0
20130315:1011,278.22,173.99,30.53,5.18,6.69,0
20130315:1111,272.14,171.75,34.65,6.62,6.69,0
20130315:1211,589.14,351.42,36.04,7.26,6.21,0
20130315:1311,278.88,176.23,34.48,7.62,7.03,0
20130315:1411,252.08,160.8,30.22,7.52,7.72,0
20130315:1511,112.44,80.83,23.84,6.91,7.31,0
20130315:1611,61.1,49.95,15.99,6.35,7.17,0
20130315:1711,24.8,26.34,7.25,6.04,6.83,0
