time,P,G(i),H_sun,T2m,WS10m,Int
20120612:1111,208.1,138.95,59.86,12.11,5.59,0
20120612:1211,247.7,162.56,61.24,12.89,5.38,0
20120612:1311,174.26,119.88,58.18,13.32,4.9,0
20120612:1411,392.8,248.39,51.82,13.47,4.83,0
20120612:1511,291.64,188.9,43.61,13.35,4.48,0
20120612:1611,197.46,133.5,34.58,13.04,4.21,0
20120612:1711,305.94,202.91,25.33,12.77,3.93,0
20120612:1811,85.94,66.73,16.26,12.35,3.31,0
20120612:1911,42.24,38.86,7.7,11.59,2.83,0
20120612:2011,0,0,0,10.73,2.28,0
20120612:2111,0,0,0,9.97,1.93,0
20120612:2211,0,0,0,8.93,1.86,0
20120612:2311,0,0,0,8.1,1.66,0
20120613:0011,0,0,0,7.21,1.66,0
20120613:0111,0,0,0,6.5,1.72,0
20120613:0211,0,0,0,6.02,1.59,0
20120613:0311,0,0,0,5.87,1.31,0
20120613:0411,5.92,11.83,2.92,5.73,1.1,0
20120613:0511,63.42,51.53,10.99,6.15,0.83,0
20120613:0611,241.54,189.23,19.78,8.48,0.55,0
20120613:0711,642.3,413.73,28.96,10.44,0.9,0
20120613:0811,924.38,588.46,38.19,11.45,0.9,0
20120613:0911,1078.64,701.46,46.99,12.65,0.9,0
20120613:1011,926.64,598.51,54.63,13.57,0.83,0
20120613:1111,789.82,504.77,59.91,14.27,1.24,0
20120613:1211,572.58,364.32,61.3,14.43,1.24,0
20120613:1311,379.16,244.3,58.26,14.39,1.31,0
20120613:1411,1044.54,678.6,51.89,14.49,1.45,0
20120613:1511,1038.52,669.8,43.69,14.54,1.79,0
20120613:1611,692.52,445.58,34.66,14.64,2.07,0
20120613:1711,186.1,128.14,25.4,14.41,2.34,0
20120613:1811,81.1,64.2,16.33,13.99,2.62,0
20120613:1911,40.54,38.01,7.78,13.48,2.41,0
20120613:2011,0,0,0,12.38,2.55,0
20120613:2111,0,0,0,11.25,2.62,0
20120613:2211,0,0,0,10.69,2.62,0
20120613:2311,0,0,0,9.88,2.62,0
20120614:0011,0,0,0,9.05,2.48,0
20120614:0111,0,0,0,8.45,2.41,0
20120614:0211,0,0,0,7.88,2.41,0
20120614:0311,0,0,0,7.52,2.48,0
20120614:0411,7.76,13.52,2.94,7.31,2.55,0
20120614:0511,62.9,51.53,11,8.1,2.48,0
20120614:0611,238.18,187.39,19.79,10.18,2.69,0
20120614:0711,644.78,409.88,28.97,11.87,3.86,0
20120614:0811,1002.76,622.35,38.2,13.11,4.62,0
20120614:0911,1298.02,818.07,47,14.01,5.24,0
20120614:1011,1497.96,960.24,54.65,14.69,5.79,0
20120614:1111,1558.8,1004.81,59.95,15.12,6.21,0
20120614:1211,1580.58,1019.82,61.36,15.18,6.34,0
20120614:1311,1510.2,965.12,58.32,15.48,6.69,0
20120614:1411,1032.26,640.92,51.96,15.54,6.83,0
20120614:1511,482.18,301.91,43.76,15.23,6.9,0
20120614:1611,320.38,206.48,34.73,14.95,6.76,0
20120614:1711,167.56,116.25,25.48,14.31,6.21,0
20120614:1811,54.72,47.3,16.4,13.55,5.38,0
20120614:1911,11.48,16.89,7.85,12.78,5.86,0
20120614:2011,0,0,0,12.48,5.79,0
20120614:2111,0,0,0,12.3,6.28,0
20120614:2211,0,0,0,12,6.55,0
20120614:2311,0,0,0,11.97,6.62,0
20120615:0011,0,0,0,11.94,6.69,0
20120615:0111,0,0,0,11.86,6.48,0
20120615:0211,0,0,0,12.04,6.07,0
20120615:0311,0,0,0,12.13,5.03,0
20120615:0411,7.52,13.52,2.95,12.2,3.66,0
20120615:0511,81.78,64.2,11.01,12.45,3.31,0
20120615:0611,208.82,144.1,19.79,13.04,3.72,0
20120615:0711,461.14,292.52,28.97,14,5.03,0
20120615:0811,833.86,515.64,38.2,14.83,5.86,0
20120615:0911,970.12,602.91,47.01,15.59,6.07,0
20120615:1011,298.2,194.35,54.67,16.14,6.76,0
20120615:1111,322.3,208.88,59.98,16.38,6.55,0
20120615:1211,1276.9,809.72,61.4,16.23,6.48,0
20120615:1311,823.64,514.51,58.38,17.21,6.69,0
20120615:1411,1268.46,801.1,52.02,17.49,7.17,0
20120615:1511,841,522.91,43.83,17.48,7.66,0
20120615:1611,599.94,378.07,34.8,17.13,8.14,0
20120615:1711,272.52,181.95,25.54,16.62,8.07,0
20120615:1811,74.02,59.97,16.47,15.46,6.9,0
20120615:1911,47.94,43.08,7.91,14.8,6.21,0
20120615:2011,0,0,0,14.02,5.59,0
20120615:2111,0,0,0,13.4,5.1,0
20120615:2211,0,0,0,12.71,4.83,0
20120615:2311,0,0,0,12.23,4.83,0
20120616:0011,0,0,0,11.91,4.83,0
20120616:0111,0,0,0,11.69,4.97,0
20120616:0211,0,0,0,11.57,5.17,0
20120616:0311,0,0,0,11.37,5.38,0
20120616:0411,0,3.38,2.95,11.35,5.52,0
20120616:0511,26.16,27.88,11.01,11.84,5.79,0
20120616:0611,194.18,133.19,19.79,12.53,5.72,0
20120616:0711,490.44,307.56,28.97,13.58,8.48,0
20120616:0811,574.36,353.41,38.2,14.15,8.28,0
20120616:0911,978.96,598.63,47.01,14.44,8.21,0
20120616:1011,453.1,283.22,54.68,14.82,8.97,0
20120616:1111,553.9,343.87,60,15.54,8.9,0
20120616:1211,847.76,521.45,61.45,15.84,9.17,0
20120616:1311,1043.12,643.18,58.44,15.89,9.03,0
20120616:1411,857.74,526.37,52.08,15.92,9.38,0
20120616:1511,873.9,535.52,43.89,16.04,9.79,0
20120616:1611,483.38,303.31,34.86,15.98,9.86,0
20120616:1711,191.3,130.87,25.6,15.55,8.76,0
20120616:1811,66.3,54.91,16.53,14.83,8.76,0
20120616:1911,45.68,41.39,7.97,13.7,8.07,0
20120616:2011,0,0,0,13.34,7.66,0
20120616:2111,0,0,0,13.03,7.31,0
20120616:2211,0,0,0,12.82,6.97,0
20120616:2311,0,0,0,12.65,6.62,0
20120617:0011,0,0,0,12.49,6.41,0
20120617:0111,0,0,0,12.16,6.07,0
20120617:0211,0,0,0,11.75,5.79,0
20120617:0311,0,0,0,11.18,5.45,0
20120617:0411,3.12,9.29,2.95,10.73,5.17,0
20120617:0511,72.98,58.28,11,10.82,4.97,0
20120617:0611,235.76,185.2,19.78,11.55,4.83,0
20120617:0711,568,357.05,28.96,12.86,6.55,0
20120617:0811,970.38,598.01,38.19,13.84,6.07,0
20120617:0911,957.8,592.97,47.01,14.72,5.93,0
20120617:1011,1091.84,684.48,54.69,15.49,5.79,0
20120617:1111,970.26,609.18,60.02,16.11,5.45,0
20120617:1211,470.5,298.33,61.48,16.75,5.66,0
20120617:1311,192.64,132.59,58.48,16.77,5.1,0
20120617:1411,536.44,338.77,52.14,17,5.24,0
20120617:1511,307.96,201.72,43.94,17.23,4.9,0
20120617:1611,442.26,283.65,34.91,17.02,4.14,0
20120617:1711,220.88,150.59,25.66,16.88,3.59,0
20120617:1811,44.92,41.39,16.58,16.45,2.9,0
20120617:1911,9.26,15.2,8.03,15.63,2.34,0
20120617:2011,0,0,0,14.69,2.21,0
20120617:2111,0,0,0,13.73,1.86,0
20120617:2211,0,0,0,13.13,1.45,0
20120617:2311,0,0,0,12.56,1.38,0
20120618:0011,0,0,0,12,1.03,0
20120618:0111,0,0,0,11.64,0.76,0
20120618:0211,0,0,0,11.58,0.48,0
20120618:0311,0,0,0,11.28,0.62,0
20120618:0411,0,3.38,2.95,11.26,0.76,0
20120618:0511,65.76,54.06,10.99,11.41,0.9,0
20120618:0611,185.88,128.52,19.77,11.91,1.45,0
20120618:0711,289.5,187.89,28.95,12.16,2.48,0
20120618:0811,418.82,264.74,38.18,13.17,2.9,0
20120618:0911,994.74,626.36,47,13.65,3.17,0
20120618:1011,542.94,340.9,54.68,14.32,3.45,0
20120618:1111,334.9,217.05,60.03,15.64,3.52,0
20120618:1211,498.24,316.64,61.51,16.15,3.45,0
20120618:1311,852.76,542.4,58.52,16.63,3.31,0
20120618:1411,1108.98,716.4,52.18,16.86,3.24,0
20120618:1511,534.88,340.1,43.99,16.87,3.24,0
20120618:1611,373.18,241.93,34.96,17,3.31,0
20120618:1711,276.58,186.22,25.71,16.66,3.03,0
20120618:1811,114.1,85.32,16.63,16.3,2.34,0
20120618:1911,51.36,45.61,8.08,15.87,1.79,0
20120618:2011,0,0,0,14.59,2.55,0
20120618:2111,0,0,0,13.43,3.17,0
20120618:2211,0,0,0,12.29,3.1,0
20120618:2311,0,0,0,11.4,2.76,0
20120619:0011,0,0,0,10.33,2.62,0
20120619:0111,0,0,0,9.61,2.48,0
20120619:0211,0,0,0,9.03,2.41,0
20120619:0311,0,0,0,8.76,2.34,0
20120619:0411,1.6,7.6,2.94,8.55,2.14,0
20120619:0511,73.42,58.28,10.98,9.05,1.79,0
20120619:0611,236.22,182.02,19.75,10.79,2.14,0
20120619:0711,624.68,400.1,28.93,12.3,2.97,0
20120619:0811,968.18,611.61,38.16,13.71,2.76,0
20120619:0911,1041.28,664.46,46.98,15.06,2.9,0
20120619:1011,1213.78,790.27,54.68,16.03,3.1,0
20120619:1111,1313.84,869.91,60.04,16.99,3.17,0
20120619:1211,1488.3,1013.07,61.53,17.58,2.97,0
20120619:1311,1424.76,966.04,58.56,17.77,2.69,0
20120619:1411,1216.18,808.32,52.23,17.89,2.28,0
20120619:1511,486.56,314.4,44.04,18.08,1.79,0
20120619:1611,497.02,323.62,35.01,17.87,1.24,0
20120619:1711,317.42,218.6,25.76,17.76,0.9,0
20120619:1811,103.52,79.4,16.68,17.58,0.55,0
20120619:1911,3.74,10.14,8.12,17.14,0.62,0
20120619:2011,0,0,0,15.7,1.45,0
20120619:2111,0,0,0,13.73,1.79,0
20120619:2211,0,0,0,12.53,1.79,0
20120619:2311,0,0,0,11.37,1.59,0
20120620:0011,0,0,0,10.77,1.45,0
20120620:0111,0,0,0,10.87,1.17,0
20120620:0211,0,0,0,11.07,0.97,0
20120620:0311,0,0,0,10.49,0.97,0
20120620:0411,4.86,10.98,2.92,9.17,1.31,0
20120620:0511,77.3,60.82,10.96,9.55,1.24,0
20120620:0611,230,181.99,19.73,12.88,0.97,0
20120620:0711,592.76,389.35,28.91,14.76,0.83,0
20120620:0811,967.68,631.5,38.14,16.46,1.31,0
20120620:0911,1190.4,791.36,46.96,17.52,1.86,0
20120620:1011,1183.74,784.38,54.66,18.3,2.55,0
20120620:1111,1123.14,735.62,60.04,18.72,3.31,0
20120620:1211,152.92,109.89,61.55,18.74,3.59,0
20120620:1311,153.1,109.89,58.59,18.55,3.66,0
20120620:1411,1256.7,823.95,52.26,18.52,3.72,0
20120620:1511,1060.32,682.52,44.08,18.42,3.86,0
20120620:1611,622.7,400.18,35.05,18.11,4,0
20120620:1711,338.02,235.36,25.8,17.56,4.21,0
20120620:1811,145.98,104.74,16.72,16.76,4,0
20120620:1911,52.8,46.46,8.16,15.56,3.38,0
20120620:2011,0,0,0,14.06,3.52,0
20120620:2111,0,0,0,12.89,3.72,0
20120620:2211,0,0,0,12.22,3.72,0
20120620:2311,0,0,0,12.04,3.38,0
20120621:0011,0,0,0,11.77,3.52,0
20120621:0111,0,0,0,11.55,3.93,0
20120621:0211,0,0,0,11.85,4.14,0
20120621:0311,0,0,0,12.45,4.48,0
20120621:0411,0,1.69,2.9,13.13,4.97,0
20120621:0511,3.84,10.14,10.93,14,5.24,0
20120621:0611,67.02,55.4,19.7,14.68,5.17,0
20120621:0711,219.8,147.99,28.88,15.1,4.14,0
20120621:0811,369,236.54,38.11,15.35,4.14,0
20120621:0911,502.76,316.88,46.94,15.42,4.14,0
20120621:1011,373.82,240.07,54.64,16.05,4.62,0
20120621:1111,285.8,188.9,60.03,17.49,4.41,0
20120621:1211,457.94,294.69,61.55,18.92,4.48,0
20120621:1311,270.36,181.63,58.61,19.88,4.21,0
20120621:1411,219.04,150.76,52.29,20.15,4.07,0
20120621:1511,100.78,78.1,44.11,19.93,4.28,0
20120621:1611,121.7,90.82,35.09,19.09,4.34,0
20120621:1711,290.06,195.35,25.83,17.24,4.28,0
20120621:1811,124.22,91.23,16.76,16.04,4.34,0
20120621:1911,45.46,41.39,8.19,14.44,6,0
20120621:2011,0,0,0,13.23,5.17,0
20120621:2111,0,0,0,12.59,4.34,0
20120621:2211,0,0,0,12.29,6,0
20120621:2311,0,0,0,11.92,6.69,0
20120622:0011,0,0,0,11.57,6.07,0
20120622:0111,0,0,0,11.29,5.66,0
20120622:0211,0,0,0,11.19,5.52,0
20120622:0311,0,0,0,11.27,5.59,0
20120622:0411,0,3.38,2.87,11.11,5.79,0
20120622:0511,14.78,19.43,10.9,11.31,6.14,0
20120622:0611,227.08,157.33,19.67,11.9,5.52,0
20120622:0711,136.56,97.17,28.84,12.97,8,0
20120622:0811,182.16,124.42,38.07,13.74,7.59,0
20120622:0911,278.2,180.72,46.9,14.15,7.86,0
20120622:1011,260.14,169.83,54.62,13.83,8.62,0
20120622:1111,182.44,125.33,60.01,15.31,8.48,0
20120622:1211,366.34,233.4,61.56,15.54,8.41,0
20120622:1311,486.4,305.47,58.63,16.64,8.76,0
20120622:1411,389.5,246.56,52.32,15.35,8.9,0
20120622:1511,762.26,469.59,44.14,16,8.41,0
20120622:1611,551,346.2,35.12,16.22,7.66,0
20120622:1711,160.44,112.61,25.86,15.6,6.41,0
20120622:1811,130.42,94.61,16.79,15.51,6.48,0
20120622:1911,50.54,44.77,8.22,14.73,6.9,0
20120622:2011,0,0,0,14.07,6.55,0
20120622:2111,0,0,0,13.37,6.55,0
20120622:2211,0,0,0,12.89,6.48,0
20120622:2311,0,0,0,12.36,6.28,0
20120623:0011,0,0,0,11.74,5.86,0
20120623:0111,0,0,0,11.35,5.66,0
20120623:0211,0,0,0,11.1,5.52,0
20120623:0311,0,0,0,10.92,5.31,0
20120623:0411,5.72,11.83,2.84,10.58,4.97,0
20120623:0511,75.74,59.97,10.87,10.72,4.9,0
20120623:0611,226.92,179.14,19.63,11.42,4.41,0
20120623:0711,411.72,259.19,28.8,12.77,7.72,0
20120623:0811,981.58,600.5,38.04,13.97,7.66,0
20120623:0911,1190.12,737.07,46.87,14.88,7.31,0
20120623:1011,1277.44,802.28,54.59,15.41,6.83,0
20120623:1111,932.86,581.83,59.99,15.42,5.72,0
20120623:1211,261.02,172.55,61.55,16.43,7.1,0
20120623:1311,423.42,269.41,58.63,17.04,7.17,0
20120623:1411,156.46,110.8,52.34,16.83,6.55,0
20120623:1511,497.94,313.54,44.17,16.73,6.69,0
20120623:1611,204.3,138.95,35.15,15.81,5.24,0
20120623:1711,78.42,62.66,25.89,15,5.03,0
20120623:1811,16.68,21.12,16.81,14.31,5.03,0
20120623:1911,53.26,46.46,8.24,14.11,4.9,0
20120623:2011,0,0,0,13.42,4.62,0
20120623:2111,0,0,0,12.86,4,0
20120623:2211,0,0,0,12.48,3.86,0
20120623:2311,0,0,0,12.01,4.07,0
20120624:0011,0,0,0,11.35,3.72,0
20120624:0111,0,0,0,11.24,4.07,0
20120624:0211,0,0,0,11.36,4.76,0
20120624:0311,0,0,0,11.52,5.59,0
20120624:0411,0,1.69,2.8,11.76,6.41,0
20120624:0511,18.04,21.96,10.82,11.83,6.55,0
20120624:0611,49.38,43.59,19.59,12.23,6.14,0
20120624:0711,86.74,67.2,28.76,12.71,5.86,0
20120624:0811,86.32,67.2,37.99,13.7,5.79,0
20120624:0911,526.88,326.94,46.83,13.86,6.14,0
20120624:1011,967.7,598.64,54.55,15.18,6.9,0
20120624:1111,605.76,378.04,59.97,16.31,6.9,0
20120624:1211,1333.16,850.51,61.54,17.15,6.76,0
20120624:1311,1299.38,829.78,58.64,17.6,6.48,0
20120624:1411,844.26,529.08,52.35,17.73,6.28,0
20120624:1511,468.08,298.17,44.18,18.15,5.93,0
20120624:1611,735.76,469.79,35.17,17.72,6.07,0
20120624:1711,333.46,244.67,25.91,17,5.1,0
20120624:1811,147.44,105.59,16.83,16.87,4.76,0
20120624:1911,50.06,44.77,8.26,16.22,3.66,0
20120624:2011,0,0,0,15.26,3.45,0
20120624:2111,0,0,0,13.95,3.1,0
20120624:2211,0,0,0,13.36,3.03,0
20120624:2311,0,0,0,12.45,3.03,0
20120625:0011,0,0,0,12.03,3.1,0
20120625:0111,0,0,0,11.46,3.1,0
20120625:0211,0,0,0,10.93,3.24,0
20120625:0311,0,0,0,10.68,3.24,0
20120625:0411,0,3.38,2.75,10.3,3.17,0
20120625:0511,74.22,59.13,10.78,10.81,3.03,0
20120625:0611,222.88,179.74,19.54,12.02,3.1,0
20120625:0711,586.88,375.66,28.71,13.71,4.14,0
20120625:0811,753.3,469.42,37.94,14.8,4.28,0
20120625:0911,815.18,509.7,46.78,15.85,4.62,0
20120625:1011,807.76,507.35,54.51,16.49,4.69,0
20120625:1111,940.5,595.88,59.93,17.13,4.69,0
20120625:1211,1181.92,762.2,61.52,17.41,4.55,0
20120625:1311,1220.62,792.62,58.63,17.4,4.07,0
20120625:1411,1296.34,847.02,52.36,17.96,4,0
20120625:1511,885.14,565.93,44.2,17.95,3.38,0
20120625:1611,601.88,388.46,35.18,18.02,2.9,0
20120625:1711,338.22,237.25,25.93,17.92,2.14,0
20120625:1811,122.78,91.23,16.84,17.57,1.52,0
20120625:1911,50.9,45.61,8.27,17.45,1.1,0
20120625:2011,0,0,0,15.99,1.86,0
20120625:2111,0,0,0,14.87,1.79,0
20120625:2211,0,0,0,14.29,1.72,0
20120625:2311,0,0,0,13.6,1.66,0
20120626:0011,0,0,0,12.79,1.59,0
20120626:0111,0,0,0,12.02,1.59,0
20120626:0211,0,0,0,11.49,1.45,0
20120626:0311,0,0,0,10.91,1.31,0
20120626:0411,0,3.38,2.7,10.91,1.03,0
20120626:0511,67.2,54.91,10.72,11.1,0.9,0
20120626:0611,222.44,173.59,19.49,13.1,1.1,0
20120626:0711,369.84,241.05,28.66,15.18,1.31,0
20120626:0811,842.52,542.34,37.89,16.58,1.66,0
20120626:0911,1189.58,789.78,46.73,17.87,2,0
20120626:1011,1301.72,878.03,54.46,18.91,2.41,0
20120626:1111,1252.08,841.93,59.89,19.51,2.62,0
20120626:1211,1396.08,955.83,61.49,20.17,2.83,0
20120626:1311,898.24,585.13,58.62,20.81,3.24,0
20120626:1411,764.96,494.47,52.36,21.23,3.66,0
20120626:1511,698.52,449.3,44.2,21.13,4.14,0
20120626:1611,372.34,244.69,35.19,20.46,4.07,0
20120626:1711,169.2,120.4,25.94,19.9,4.14,0
20120626:1811,89.72,70.84,16.85,18.86,4.14,0
20120626:1911,7.24,13.52,8.27,18.02,3.79,0
20120626:2011,0,0,0,17.55,3.59,0
20120626:2111,0,0,0,17.19,3.45,0
20120626:2211,0,0,0,16.96,3.38,0
20120626:2311,0,0,0,16.73,3.31,0
20120627:0011,0,0,0,16.69,3.45,0
20120627:0111,0,0,0,16.72,3.52,0
20120627:0211,0,0,0,16.66,3.52,0
20120627:0311,0,0,0,16.49,3.59,0
20120627:0411,4.62,10.98,2.65,16.35,3.72,0
20120627:0511,70.86,58.28,10.67,16.43,3.93,0
20120627:0611,185.24,131.13,19.43,16.63,3.93,0
20120627:0711,319.46,209.45,28.6,17.26,4.97,0
20120627:0811,449.58,287.66,37.83,18.08,4.69,0
20120627:0911,822.08,520.83,46.67,18.88,4.83,0
20120627:1011,822.5,523.53,54.4,19.65,5.03,0
20120627:1111,812.2,519.46,59.84,20.23,4.9,0
20120627:1211,1312.42,868.18,61.46,20.7,4.76,0
20120627:1311,437.82,285.47,58.61,21.4,4.62,0
20120627:1411,228.18,157.11,52.35,21.53,4.55,0
20120627:1511,303.4,203.54,44.21,21.34,3.1,0
20120627:1611,137.54,101.71,35.2,21.01,1.72,0
20120627:1711,144.96,106.26,25.94,20.64,1.24,0
20120627:1811,59.42,51.77,16.85,20.32,2.07,0
20120627:1911,4.5,10.98,8.27,19.64,1.86,0
20120627:2011,0,0,0,18.81,2.07,0
20120627:2111,0,0,0,17.93,1.72,0
20120627:2211,0,0,0,17.22,0.83,0
20120627:2311,0,0,0,16.42,1.59,0
20120628:0011,0,0,0,15.91,1.72,0
20120628:0111,0,0,0,15.67,1.66,0
20120628:0211,0,0,0,15.41,1.59,0
20120628:0311,0,0,0,15.21,2,0
20120628:0411,4.66,10.98,2.59,15.35,2.55,0
20120628:0511,64.42,54.06,10.6,15.87,3.24,0
20120628:0611,161.86,115.53,19.36,16.51,3.52,0
20120628:0711,351.06,231.11,28.54,18.46,3.38,0
20120628:0811,353.14,231.81,37.77,19.78,3.93,0
20120628:0911,203.66,141.67,46.61,20.96,5.24,0
20120628:1011,1374.52,911.25,54.34,22.31,5.52,0
20120628:1111,1468.94,991.63,59.79,23.65,5.59,0
20120628:1211,1521.14,1042.87,61.42,24.82,5.38,0
20120628:1311,1292.12,870.88,58.58,25.34,5.1,0
20120628:1411,1245.62,836.96,52.34,25.25,4.62,0
20120628:1511,791.72,516.63,44.2,24.45,4.62,0
20120628:1611,615.9,406.75,35.2,24.83,5.17,0
20120628:1711,324.42,238.64,25.94,24.44,5.52,0
20120628:1811,67.4,58.66,16.85,23.26,6.14,0
20120628:1911,46.44,43.08,8.27,20.8,6.07,0
20120628:2011,0,0,0,18.44,5.59,0
20120628:2111,0,0,0,16.68,5.31,0
20120628:2211,0,0,0,15.4,5.1,0
20120628:2311,0,0,0,14.41,4.83,0
20120629:0011,0,0,0,13.43,4.62,0
20120629:0111,0,0,0,12.67,4.69,0
20120629:0211,0,0,0,12.15,4.69,0
20120629:0311,0,0,0,12.09,4.76,0
20120629:0411,3.9,10.14,2.52,12.5,4.97,0
20120629:0511,58.72,49.84,10.54,13.37,5.45,0
20120629:0611,226.56,162.44,19.3,14.35,4.9,0
20120629:0711,418.24,266.26,28.47,15.18,7.79,0
20120629:0811,428.28,269.87,37.7,16.02,8.76,0
20120629:0911,353.28,226.69,46.54,16.64,8.62,0
20120629:1011,541,339.12,54.28,17.25,8.21,0
20120629:1111,266.8,177.09,59.73,18.05,7.66,0
20120629:1211,126.84,93.54,61.37,18.63,8.14,0
20120629:1311,1221.56,772.7,58.55,19.09,8.41,0
20120629:1411,1387.38,882.34,52.33,18.86,8.07,0
20120629:1511,1058.56,663.39,44.19,19.28,8.34,0
20120629:1611,549.06,349.17,35.19,19.13,8.14,0
20120629:1711,342,236.94,25.94,18.56,7.31,0
20120629:1811,122.74,90.95,16.84,18.08,6.55,0
20120629:1911,43.58,40.55,8.25,17.12,6.28,0
20120629:2011,0,0,0,16.05,5.79,0
20120629:2111,0,0,0,15.48,5.72,0
20120629:2211,0,0,0,15.28,5.66,0
20120629:2311,0,0,0,15.01,5.45,0
20120630:0011,0,0,0,14.94,5.38,0
20120630:0111,0,0,0,14.99,5.38,0
20120630:0211,0,0,0,14.83,5.1,0
20120630:0311,0,0,0,14.6,4.76,0
20120630:0411,0,5.07,2.45,14.47,4.62,0
20120630:0511,34.16,33.79,10.46,14.59,4.62,0
20120630:0611,220.54,157.72,19.23,14.94,4.9,0
20120630:0711,288.62,188.7,28.4,15.49,6.48,0
20120630:0811,398.3,253.21,37.63,16.13,6.9,0
20120630:0911,1188.88,747.23,46.47,16.86,6.55,0
20120630:1011,1013.76,638.86,54.21,17.73,6.14,0
20120630:1111,1127.22,718.6,59.66,18.68,6.21,0
20120630:1211,1167.6,743.99,61.31,19,6.9,0
20120630:1311,1266.44,807.87,58.51,19.12,7.45,0
20120630:1411,1345.54,857.71,52.3,18.84,7.38,0
20120630:1511,1035.22,649.85,44.18,18.69,7.31,0
20120630:1611,589.6,373.92,35.18,18.05,6.9,0
20120630:1711,344.3,245.51,25.92,17.37,6.28,0
20120630:1811,76.1,63.24,16.83,16.91,5.86,0
20120630:1911,46.34,42.24,8.24,16.07,5.38,0
20120630:2011,0,0,0,14.87,4.83,0
20120630:2111,0,0,0,14.02,4.55,0
20120630:2211,0,0,0,13.32,4.48,0
20120630:2311,0,0,0,12.72,4.28,0
20120701:0011,0,0,0,11.99,4.07,0
20120701:0111,0,0,0,11.49,3.93,0
20120701:0211,0,0,0,10.99,3.86,0
20120701:0311,0,0,0,10.6,3.86,0
20120701:0411,0.86,6.76,2.37,10.39,4,0
20120701:0511,55.56,47.3,10.39,10.45,4,0
20120701:0611,215.44,172.84,19.15,11.18,4.48,0
20120701:0711,591.06,374.37,28.32,12.33,5.72,0
20120701:0811,889.86,546.55,37.55,13.14,5.79,0
20120701:0911,515.22,320.07,46.39,13.9,6.14,0
20120701:1011,928.4,574.03,54.13,14.68,6.34,0
20120701:1111,1060.32,660.76,59.59,15.29,6.55,0
20120701:1211,329.26,212.51,61.25,15.8,6.41,0
20120701:1311,759.44,473.58,58.47,16.57,6.34,0
20120701:1411,606.48,379.06,52.27,16.6,6.55,0
20120701:1511,451.94,284.79,44.16,16.02,7.24,0
20120701:1611,650.32,409.66,35.16,16.36,6.48,0
20120701:1711,345.78,248.34,25.91,16.52,5.79,0
20120701:1811,141.7,102.59,16.81,16.44,4.97,0
20120701:1911,52.76,46.46,8.21,15.76,3.59,0
20120701:2011,0,0,0,14.68,3.52,0
20120701:2111,0,0,0,13.62,4,0
20120701:2211,0,0,0,12.97,4.21,0
20120701:2311,0,0,0,12.42,4.21,0
20120702:0011,0,0,0,12.34,4.14,0
20120702:0111,0,0,0,12.48,3.93,0
20120702:0211,0,0,0,12.29,3.72,0
20120702:0311,0,0,0,11.87,3.59,0
20120702:0411,0.84,6.76,2.29,11.83,3.72,0
20120702:0511,68.36,55.75,10.31,12.27,4.34,0
20120702:0611,205,143.84,19.07,13.21,4.34,0
20120702:0711,137.2,98.08,28.24,13.68,4.62,0
20120702:0811,147.18,104.44,37.47,14.62,4.69,0
20120702:0911,315.36,204.61,46.31,16.01,5.93,0
20120702:1011,168.72,118.06,54.05,16.44,5.59,0
20120702:1111,436.82,278.05,59.51,17.05,6.14,0
20120702:1211,661.36,414.23,61.18,16.81,5.93,0
20120702:1311,954.24,596.26,58.42,16.82,6.62,0
20120702:1411,393.14,251.13,52.24,16.6,6.55,0
20120702:1511,312.1,202.64,44.13,15.95,5.93,0
20120702:1611,143.64,102.62,35.14,15.58,5.72,0
20120702:1711,183.98,126.76,25.88,15.49,5.52,0
20120702:1811,13.96,19.07,16.79,15.58,5.31,0
20120702:1911,14.44,19.43,8.18,15.18,4.55,0
20120702:2011,0,0,0,15.19,4.62,0
20120702:2111,0,0,0,15.03,4.34,0
20120702:2211,0,0,0,14.82,4.21,0
20120702:2311,0,0,0,14.65,4,0
20120703:0011,0,0,0,14.56,3.79,0
20120703:0111,0,0,0,14.5,3.59,0
20120703:0211,0,0,0,14.51,3.59,0
20120703:0311,0,0,0,14.55,3.52,0
20120703:0411,0,5.07,2.2,14.57,3.38,0
20120703:0511,3,9.29,10.22,14.61,3.38,0
20120703:0611,68.38,56.31,18.98,14.71,3.86,0
20120703:0711,161.62,113.52,28.15,15.27,3.52,0
20120703:0811,185.88,128.05,37.39,15.46,3.86,0
20120703:0911,293.9,192.53,46.22,15.96,4.21,0
20120703:1011,279.24,184.36,53.96,16.83,4.62,0
20120703:1111,329.62,215.24,59.42,18.07,5.52,0
20120703:1211,689.9,436.2,61.11,18.64,5.59,0
20120703:1311,302.38,199.8,58.36,19.1,5.59,0
20120703:1411,564.44,359.53,52.19,19.76,5.86,0
20120703:1511,193,134.41,44.1,19.85,6.07,0
20120703:1611,182.9,128.05,35.11,19.29,5.72,0
20120703:1711,150.56,108.07,25.86,18.34,5.1,0
20120703:1811,91.52,71.64,16.75,17.69,4.28,0
20120703:1911,36.2,35.48,8.15,16.63,3.59,0
20120703:2011,0,0,0,16.33,3.66,0
20120703:2111,0,0,0,16.13,3.66,0
20120703:2211,0,0,0,15.92,3.86,0
20120703:2311,0,0,0,15.74,3.93,0
20120704:0011,0,0,0,15.56,3.86,0
20120704:0111,0,0,0,15.51,3.72,0
